corpusSeq,docId,unitId,unitStart,unitEnd,unitDur,unitBil,tokenSeq,sequence,order,place,back,actor,transcript,text,kind,endNote,part,tag,depRel,headText,headId,Lemma,turnSeq,turnBil,turnOrder,pSentSeq,pSentBil,pSentOrder
280017,38,1,0.000,0.708,0.708,B,1,1,1,,,BEN;,(.),(.),Pause,"",INTJ,UH,compound,Okay,2,(.),1,B,1,1,B,1
280018,38,1,0.000,0.708,0.708,I,2,1,2,1,2,BEN;,Okay,Okay,Word,"",INTJ,UH,compound,folks,3,okay,1,I,2,1,I,2
280019,38,1,0.000,0.708,0.708,L,3,1,3,2,1,BEN;,folks,folks,Word,"",NOUN,NNS,npadvmod,coming,8,folk,1,I,3,1,I,3
280020,38,1,0.000,0.708,0.708,O,4,1,4,,,BEN;,",",",",EndNote,continuing,PUNCT,",",punct,folks,3,",",1,O,4,1,O,4
280022,38,2,0.708,2.142,1.434,B,6,2,1,1,7,BEN;,we,we,Word,"",PRON,PRP,nsubj,coming,8,-PRON-,1,I,6,1,I,6
280023,38,2,0.708,2.142,1.434,I,7,2,2,2,6,BEN;,'re,'re,Word,"",AUX,VBP,aux,coming,8,be,1,I,7,1,I,7
280024,38,2,0.708,2.142,1.434,I,8,2,3,3,5,BEN;,coming,coming,Word,"",VERB,VBG,ccomp,got,43,come,1,I,8,1,I,8
280025,38,2,0.708,2.142,1.434,I,9,2,4,4,4,BEN;,to,to,Word,"",ADP,IN,prep,coming,8,to,1,I,9,1,I,9
280026,38,2,0.708,2.142,1.434,I,10,2,5,5,3,BEN;,a,a,Word,"",DET,DT,det,stairway,12,a,1,I,10,1,I,10
280027,38,2,0.708,2.142,1.434,I,11,2,6,6,2,BEN;,short,short,Word,"",ADJ,JJ,amod,stairway,12,short,1,I,11,1,I,11
280028,38,2,0.708,2.142,1.434,L,12,2,7,7,1,BEN;,stairway,stairway,Word,"",NOUN,NN,pobj,to,9,stairway,1,I,12,1,I,12
280029,38,2,0.708,2.142,1.434,O,13,2,8,,,BEN;,",",",",EndNote,continuing,PUNCT,",",punct,coming,8,",",1,O,13,1,O,13
280031,38,3,2.142,2.970,0.828,B,15,3,1,1,3,BEN;,use,use,Word,"",NOUN,NN,advcl,coming,8,use,1,I,15,1,I,15
280032,38,3,2.142,2.970,0.828,I,16,3,2,2,2,BEN;,the,the,Word,"",DET,DT,det,handrails,17,the,1,I,16,1,I,16
280033,38,3,2.142,2.970,0.828,L,17,3,3,3,1,BEN;,handrails,handrails,Word,"",NOUN,NNS,dobj,use,15,handrail,1,I,17,1,I,17
280034,38,3,2.142,2.970,0.828,O,18,3,4,,,BEN;,",",",",EndNote,continuing,PUNCT,",",punct,use,15,",",1,O,18,1,O,18
280036,38,4,2.970,4.087,1.117,B,20,4,1,1,4,BEN;,and,and,Word,"",CCONJ,CC,cc,coming,8,and,1,I,20,1,I,20
280037,38,4,2.970,4.087,1.117,I,21,4,2,2,3,BEN;,be,be,Word,"",AUX,VB,conj,coming,8,be,1,I,21,1,I,21
280038,38,4,2.970,4.087,1.117,I,22,4,3,3,2,BEN;,careful,careful,Word,"",ADJ,JJ,acomp,be,21,careful,1,I,22,1,I,22
280039,38,4,2.970,4.087,1.117,L,23,4,4,4,1,BEN;,please,please,Word,"",INTJ,UH,intj,be,21,please,1,L,23,1,L,23
280040,38,4,2.970,4.087,1.117,O,24,4,5,,,BEN;,.,.,EndNote,final,PUNCT,.,punct,coming,8,.,1,O,24,1,O,24
