X1,Unnamed: 0.1,discoID,uID,wID,turnID,Token_dt1,Token_dft,Word_dt1,Word_dft,speaker,unitStartTime,unitEndTime,partOfSpeech_Spacy,Tag,DepRel_Spacy,Head,Lemma,Norm,Prefix,Suffix,Is Alpha,kind,Is Overlap,Is Lengthened,EndNote,overlap,lag,laugh,unclear,%word,_word,Pseudograph,Pre-phonation,tokenPlace,place,placeBack,turnPlace,unitLenTokens,pause,microPause,wordStart,wordStop,clitic,hostID,timeExact
197591,NA,27,1,1,1,...,â€¦,NA,NA,PHIL;,1.86,2.86,PUNCT,NFP,punct,Coo=l,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,4,1,0,1.86,2.01,null,0,TRUE
197592,NA,27,1,2,1,Coo=l,Coo:l,Cool,Cool,PHIL;,1.86,2.86,PROPN,NNP,npadvmod,PHIL:,Coo=l,coo=l,C,o=l,FALSE,Word,FALSE,TRUE,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,2,4,0,0,2.01,2.59,null,0,TRUE
197593,NA,27,1,3,1,.,.,.,.,PHIL;,1.86,2.86,PUNCT,.,punct,PHIL:,.,.,.,.,FALSE,EndNote,FALSE,FALSE,final,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,3,4,0,0,2.59,2.86,null,0,TRUE
197594,NA,27,1,4,1,"
","
",NA,NA,PHIL;,1.86,2.86,SPACE,_SP,NA,.,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,4,4,0,0,2.86,2.86,null,0,TRUE
197595,NA,27,2,5,1,..,â€¥,NA,NA,PHIL;,2.86,4.64,PUNCT,NFP,punct,PHIL:,..,..,.,..,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,7,0,1,2.86,2.86,null,0,TRUE
197596,NA,27,2,6,1,(H),(H),(H),(H),PHIL;,2.86,4.64,PUNCT,-LRB-,punct,PHIL:,(H),(h),(,(H),FALSE,Vocalism,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,6,7,0,0,2.86,2.86,null,0,TRUE
197597,NA,27,2,7,1,Alright,Alright,Alright,Alright,PHIL;,2.86,4.64,NOUN,NN,amod,folks,alright,alright,A,ght,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,1,2,7,7,0,0,2.86,3.59,null,0,TRUE
197598,NA,27,2,8,1,folks,folks,folks,folks,PHIL;,2.86,4.64,NOUN,NNS,punct,PHIL:,folk,folks,f,lks,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,2,1,8,7,0,0,3.59,4.21,null,0,TRUE
197599,NA,27,2,9,1,(Hx),(Hx),(Hx),(Hx),PHIL;,2.86,4.64,X,XX,appos,folks,(hx),(hx),(,Hx),FALSE,Vocalism,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,9,7,0,0,4.21,4.64,null,0,TRUE
197600,NA,27,2,10,1,.,.,.,.,PHIL;,2.86,4.64,PUNCT,.,punct,PHIL:,.,.,.,.,FALSE,EndNote,FALSE,FALSE,final,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,10,7,0,0,4.64,5.19,null,0,TRUE
197601,NA,27,2,11,1,"
","
",NA,NA,PHIL;,2.86,4.64,SPACE,_SP,NA,.,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,11,7,0,0,5.19,5.19,null,0,TRUE
197602,NA,27,3,12,1,...,â€¦,NA,NA,PHIL;,4.64,6.02,PUNCT,:,punct,6.02,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,12,6,1,0,5.19,5.19,null,0,TRUE
197603,NA,27,3,13,1,Well,Well,Well,Well,PHIL;,4.64,6.02,INTJ,UH,intj,alreet,well,well,W,ell,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,2,13,6,0,0,5.19,5.48,null,0,TRUE
197604,NA,27,3,14,1,alreet,alreet,alreet,alreet,PHIL;,4.64,6.02,X,FW,appos,6.02,alreet,alreet,a,eet,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,2,1,14,6,0,0,5.48,5.79,null,0,TRUE
197605,NA,27,3,15,1,(hx),(hx),(hx),(hx),PHIL;,4.64,6.02,NOUN,NN,punct,6.02,(hx),(hx),(,hx),FALSE,Vocalism,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,15,6,0,0,5.79,6.02,null,0,TRUE
197606,NA,27,3,16,1,",",",",",",",",PHIL;,4.64,6.02,PUNCT,",",punct,PHIL:,",",",",",",",",FALSE,EndNote,FALSE,FALSE,continuing,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,16,6,0,0,6.02,6.02,null,0,TRUE
197607,NA,27,3,17,1,"
","
",NA,NA,PHIL;,4.64,6.02,SPACE,_SP,NA,",","
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,17,6,0,0,6.02,6.02,null,0,TRUE
197608,NA,27,4,18,1,well,well,well,well,PHIL;,6.02,6.85,ADJ,JJ,amod,alroot,well,well,w,ell,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,2,18,5,0,0,6.02,6.55,null,0,TRUE
197609,NA,27,4,19,1,alroot,alroot,alroot,alroot,PHIL;,6.02,6.85,NOUN,NN,dobj,PHIL:,alroot,alroot,a,oot,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,2,1,19,5,0,0,6.59,6.65,null,0,TRUE
197610,NA,27,4,20,1,(hx),(hx),(hx),(hx),PHIL;,6.02,6.85,NOUN,NN,punct,alroot,(hx),(hx),(,hx),FALSE,Vocalism,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,20,5,0,0,6.65,6.849977,null,0,TRUE
