X1,Unnamed: 0.1,discoID,uID,wID,turnID,Token_dt1,Token_dft,Word_dt1,Word_dft,speaker,unitStartTime,unitEndTime,partOfSpeech_Spacy,Tag,DepRel_Spacy,Head,Lemma,Norm,Prefix,Suffix,Is Alpha,kind,Is Overlap,Is Lengthened,EndNote,overlap,lag,laugh,unclear,%word,_word,Pseudograph,Pre-phonation,tokenPlace,place,placeBack,turnPlace,unitLenTokens,pause,microPause,wordStart,wordStop,clitic,hostID,timeExact
296374,NA,40,1,1,1,...,â€¦,NA,NA,DEBRA;,0,2.18,PUNCT,NFP,punct,2.18,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,9,1,0,0,2.18,null,0,FALSE
296375,NA,40,1,2,1,(H),(H),(H),(H),DEBRA;,0,2.18,PUNCT,-LRB-,punct,2.18,(H),(h),(,(H),FALSE,Vocalism,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,2,9,0,0,2.18,2.18,null,0,FALSE
296376,NA,40,1,3,1,Good,Good,Good,Good,DEBRA;,0,2.18,ADJ,JJ,amod,afternoon,good,good,G,ood,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,1,5,3,9,0,0,2.18,2.18,null,0,FALSE
296377,NA,40,1,4,1,afternoon,afternoon,afternoon,afternoon,DEBRA;,0,2.18,NOUN,NN,compound,ladies,afternoon,afternoon,a,oon,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,2,4,4,9,0,0,2.18,2.18,null,0,FALSE
296378,NA,40,1,5,1,ladies,ladies,ladies,ladies,DEBRA;,0,2.18,NOUN,NNS,dep,like,lady,ladies,l,ies,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,5,3,3,5,9,0,0,2.18,2.18,null,0,FALSE
296379,NA,40,1,6,1,and,and,and,and,DEBRA;,0,2.18,CCONJ,CC,cc,ladies,and,and,a,and,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,6,4,2,6,9,0,0,2.18,2.18,null,0,FALSE
296380,NA,40,1,7,1,gentlemen,gentlemen,gentlemen,gentlemen,DEBRA;,0,2.18,NOUN,NNS,conj,ladies,gentleman,gentlemen,g,men,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,7,5,1,7,9,0,0,2.18,2.18,null,0,FALSE
296381,NA,40,1,8,1,",",",",",",",",DEBRA;,0,2.18,PUNCT,",",punct,ladies,",",",",",",",",FALSE,EndNote,FALSE,FALSE,continuing,NA,0,NA,NA,NA,NA,NA,NA,8,NA,NA,8,9,0,0,2.18,2.18,null,0,FALSE
296382,NA,40,1,9,1,"
","
",NA,NA,DEBRA;,0,2.18,SPACE,_SP,NA,",","
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,9,NA,NA,9,9,0,0,2.18,2.18,null,0,FALSE
296383,NA,40,2,10,1,(H),(H),(H),(H),DEBRA;,2.18,4.579,PUNCT,.,punct,ladies,(H),(h),(,(H),FALSE,Vocalism,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,10,14,0,0,2.18,2.35,null,0,TRUE
