X1,Unnamed: 0.1,discoID,uID,wID,turnID,Token_dt1,Token_dft,Word_dt1,Word_dft,speaker,unitStartTime,unitEndTime,partOfSpeech_Spacy,Tag,DepRel_Spacy,Head,Lemma,Norm,Prefix,Suffix,Is Alpha,kind,Is Overlap,Is Lengthened,EndNote,overlap,lag,laugh,unclear,%word,_word,Pseudograph,Pre-phonation,tokenPlace,place,placeBack,turnPlace,unitLenTokens,pause,microPause,wordStart,wordStop,clitic,hostID,timeExact
347548,NA,47,1,1,1,(H),(H),(H),(H),FRED;,0,1.496,X,XX,punct,(H),(h),(h),(,(H),FALSE,Vocalism,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,6,0,0,0,0,null,0,FALSE
347549,NA,47,1,2,1,..,â€¥,NA,NA,FRED;,0,1.496,PUNCT,NFP,punct,(H),..,..,.,..,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,2,6,0,1,0,0,null,0,FALSE
347550,NA,47,1,3,1,(H),(H),(H),(H),FRED;,0,1.496,X,XX,punct,tell,(h),(h),(,(H),FALSE,Vocalism,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,3,6,0,0,0,1.21,null,0,TRUE
347551,NA,47,1,4,1,Yeah,Yeah,Yeah,Yeah,FRED;,0,1.496,INTJ,UH,intj,(H),yeah,yeah,Y,eah,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,1,1,4,6,0,0,1.21,1.48,null,0,TRUE
347552,NA,47,1,5,1,.,.,.,.,FRED;,0,1.496,PUNCT,.,punct,Yeah,.,.,.,.,FALSE,EndNote,FALSE,FALSE,final,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,5,6,0,0,1.48,1.496,null,0,FALSE
347553,NA,47,1,6,1,"
","
",NA,NA,FRED;,0,1.496,SPACE,_SP,NA,.,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,6,6,0,0,1.496,1.496,null,0,FALSE
347554,NA,47,2,7,1,I,I,I,I,FRED;,1.496,2.132,PRON,PRP,nsubj,tell,-PRON-,i,I,I,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,1,4,7,6,0,0,1.496,1.576,null,0,TRUE
347555,NA,47,2,8,1,tell,tell,tell,tell,FRED;,1.496,2.132,VERB,VBP,ccomp,'s,tell,tell,t,ell,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,2,3,8,6,0,0,1.576,1.786,null,0,TRUE
347556,NA,47,2,9,1,you,you,you,you,FRED;,1.496,2.132,PRON,PRP,dative,tell,-PRON-,you,y,you,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,3,2,9,6,0,0,1.786,1.936,null,0,TRUE
347557,NA,47,2,10,1,man,man,man,man,FRED;,1.496,2.132,NOUN,NN,dobj,tell,man,man,m,man,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,4,1,10,6,0,0,1.936,2.116,null,0,TRUE
