X1,Unnamed: 0.1,discoID,uID,wID,turnID,Token_dt1,Token_dft,Word_dt1,Word_dft,speaker,unitStartTime,unitEndTime,partOfSpeech_Spacy,Tag,DepRel_Spacy,Head,Lemma,Norm,Prefix,Suffix,Is Alpha,kind,Is Overlap,Is Lengthened,EndNote,overlap,lag,laugh,unclear,%word,_word,Pseudograph,Pre-phonation,tokenPlace,place,placeBack,turnPlace,unitLenTokens,pause,microPause,wordStart,wordStop,clitic,hostID,timeExact
446997,NA,60,1,1,1,...,â€¦,NA,NA,ALAN;,0,2.572,PUNCT,NFP,punct,ALAN:,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,11,1,0,0,0,null,0,FALSE
446998,NA,60,1,2,1,(H),(H),(H),(H),ALAN;,0,2.572,PUNCT,-LRB-,punct,got,(H),(h),(,(H),FALSE,Vocalism,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,2,11,0,0,0,1.23,null,0,TRUE
446999,NA,60,1,3,1,I,I,I,I,ALAN;,0,2.572,PRON,PRP,nsubj,got,-PRON-,i,I,I,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,1,7,3,11,0,0,1.23,1.36,null,0,TRUE
447000,NA,60,1,4,1,got,got,got,got,ALAN;,0,2.572,VERB,VBD,ccomp,flew,get,got,g,got,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,2,6,4,11,0,0,1.36,1.5,null,0,TRUE
447001,NA,60,1,5,1,a,a,a,a,ALAN;,0,2.572,DET,DT,det,story,a,a,a,a,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,5,3,5,5,11,0,0,1.5,1.55,null,0,TRUE
447002,NA,60,1,6,1,story,story,story,story,ALAN;,0,2.572,NOUN,NN,dobj,got,story,story,s,ory,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,6,4,4,6,11,0,0,1.55,2.07,null,0,TRUE
447003,NA,60,1,7,1,to,to,to,to,ALAN;,0,2.572,PART,TO,aux,tell,to,to,t,to,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,7,5,3,7,11,0,0,2.07,2.13,null,0,TRUE
447004,NA,60,1,8,1,tell,tell,tell,tell,ALAN;,0,2.572,VERB,VB,relcl,story,tell,tell,t,ell,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,8,6,2,8,11,0,0,2.13,2.42,null,0,TRUE
447005,NA,60,1,9,1,you,you,you,you,ALAN;,0,2.572,PRON,PRP,dobj,tell,-PRON-,you,y,you,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,9,7,1,9,11,0,0,2.42,2.56,null,0,TRUE
447006,NA,60,1,10,1,",",",",",",",",ALAN;,0,2.572,PUNCT,",",punct,got,",",",",",",",",FALSE,EndNote,FALSE,FALSE,continuing,NA,0,NA,NA,NA,NA,NA,NA,10,NA,NA,10,11,0,0,2.56,2.56,null,0,FALSE
