X1,Unnamed: 0.1,discoID,uID,wID,turnID,Token_dt1,Token_dft,Word_dt1,Word_dft,speaker,unitStartTime,unitEndTime,partOfSpeech_Spacy,Tag,DepRel_Spacy,Head,Lemma,Norm,Prefix,Suffix,Is Alpha,kind,Is Overlap,Is Lengthened,EndNote,overlap,lag,laugh,unclear,%word,_word,Pseudograph,Pre-phonation,tokenPlace,place,placeBack,turnPlace,unitLenTokens,pause,microPause,wordStart,wordStop,clitic,hostID,timeExact
190755,NA,26,1,1,1,...,â€¦,NA,NA,PATTY;,4.27,7.282,PUNCT,:,punct,wanted,...,...,.,...,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,14,1,0,4.27,4.44,null,0,TRUE
190756,NA,26,1,2,1,I,I,I,I,PATTY;,4.27,7.282,PRON,PRP,nsubj,wanted,-PRON-,i,I,I,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,11,2,14,0,0,4.44,4.47,null,0,TRUE
190757,NA,26,1,3,1,Just,Just,Just,Just,PATTY;,4.27,7.282,ADV,RB,advmod,wanted,just,just,J,ust,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,2,10,3,14,0,0,4.47,4.74,null,0,TRUE
190758,NA,26,1,4,1,wanted,wanted,wanted,wanted,PATTY;,4.27,7.282,VERB,VBD,ccomp,going,want,wanted,w,ted,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,4,3,9,4,14,0,0,4.74,5.01,null,0,TRUE
190759,NA,26,1,5,1,to,to,to,to,PATTY;,4.27,7.282,PART,TO,aux,go,to,to,t,to,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,5,4,8,5,14,0,0,5.01,5.07,null,0,TRUE
190760,NA,26,1,6,1,go,go,go,go,PATTY;,4.27,7.282,VERB,VB,xcomp,wanted,go,go,g,go,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,6,5,7,6,14,0,0,5.07,5.3,null,0,TRUE
190761,NA,26,1,7,1,over,over,over,over,PATTY;,4.27,7.282,ADP,IN,prep,go,over,over,o,ver,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,7,6,6,7,14,0,0,5.3,5.47,null,0,TRUE
190762,NA,26,1,8,1,the,the,the,the,PATTY;,4.27,7.282,DET,DT,det,changes,the,the,t,the,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,8,7,5,8,14,0,0,5.47,5.53,null,0,TRUE
190763,NA,26,1,9,1,changes,changes,changes,changes,PATTY;,4.27,7.282,NOUN,NNS,pobj,over,change,changes,c,ges,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,9,8,4,9,14,0,0,5.53,6.04,null,0,TRUE
190764,NA,26,1,10,1,in,in,in,in,PATTY;,4.27,7.282,ADP,IN,prep,changes,in,in,i,in,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,10,9,3,10,14,0,0,6.04,6.16,null,0,TRUE
