X1,Unnamed: 0.1,discoID,uID,wID,turnID,Token_dt1,Token_dft,Word_dt1,Word_dft,speaker,unitStartTime,unitEndTime,partOfSpeech_Spacy,Tag,DepRel_Spacy,Head,Lemma,Norm,Prefix,Suffix,Is Alpha,kind,Is Overlap,Is Lengthened,EndNote,overlap,lag,laugh,unclear,%word,_word,Pseudograph,Pre-phonation,tokenPlace,place,placeBack,turnPlace,unitLenTokens,pause,microPause,wordStart,wordStop,clitic,hostID,timeExact
27113,NA,4,1,1,1,..,â€¥,NA,NA,PAM;,0,1.07,PUNCT,.,punct,Juice,..,..,.,..,FALSE,Pause,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,5,0,1,0,0.17,null,0,TRUE
27114,NA,4,1,2,1,Juice,Juice,Juice,Juice,PAM;,0,1.07,PROPN,NNP,npadvmod,PAM:,Juice,juice,J,ice,TRUE,Word,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,1,2,2,5,0,0,0.17,0.47,null,0,TRUE
27115,NA,4,1,3,1,[2anybody2],[2anybody2],anybody,anybody,PAM;,0,1.07,X,XX,npadvmod,PAM:,[2anybody2],[2anybody2],[,y2],FALSE,Word,TRUE,FALSE,NA,[],0,NA,NA,NA,NA,NA,NA,3,2,1,3,5,0,0,0.47,1.05,null,0,TRUE
27116,NA,4,1,4,1,?,?,?,?,PAM;,0,1.07,PUNCT,.,punct,PAM:,?,?,?,?,FALSE,EndNote,FALSE,FALSE,appeal,NA,0,NA,NA,NA,NA,NA,NA,4,NA,NA,4,5,0,0,1.05,1.070023,null,0,TRUE
27117,NA,4,1,5,1,"
","
",NA,NA,PAM;,0,1.07,SPACE,_SP,NA,?,"
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,5,5,0,0,0.47,0.47,null,0,TRUE
27118,NA,4,2,6,2,[2I,[2I,I,I,SHARON;,0.46,1.07,X,XX,punct,PAM:,[2i,[2i,[,[2I,FALSE,Word,TRUE,FALSE,NA,],0,NA,NA,NA,NA,NA,NA,1,1,3,1,5,0,0,0.46,0.75,null,0,TRUE
27119,NA,4,2,7,2,like,like,like,like,SHARON;,0.46,1.07,INTJ,UH,intj,PAM:,like,like,l,ike,TRUE,Word,TRUE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,2,2,2,2,5,0,0,0.75,0.86,null,0,TRUE
27120,NA,4,2,8,2,it2],it2],it,it,SHARON;,0.46,1.07,X,XX,pobj,like,it2],it2],i,t2],FALSE,Word,TRUE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,3,3,1,3,5,0,0,0.86,1.05,null,0,TRUE
27121,NA,4,2,9,2,",",",",",",",",SHARON;,0.46,1.07,PUNCT,",",punct,1.56,",",",",",",",",FALSE,EndNote,FALSE,FALSE,continuing,],0,NA,NA,NA,NA,NA,NA,4,NA,NA,4,5,0,0,1.05,1.070023,null,0,TRUE
27122,NA,4,2,10,2,"
","
",NA,NA,SHARON;,0.46,1.07,SPACE,_SP,NA,",","
","
","
","
",FALSE,Newline,FALSE,FALSE,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,5,5,0,0,0.46,0.46,null,0,TRUE
